Recipient,Amount
MULTIPLE_RECIPIENTS,10371904.00
MULTIPLE_RECIPIENTS,10366991.00
MULTIPLE_RECIPIENTS,10362455.00
MULTIPLE_RECIPIENTS,10346599.00
MULTIPLE_RECIPIENTS,10316723.00
MULTIPLE_RECIPIENTS,10316396.00
MULTIPLE_RECIPIENTS,10314559.00
MULTIPLE_RECIPIENTS,10295623.00
MULTIPLE_RECIPIENTS,10290093.00
MULTIPLE_RECIPIENTS,10281739.00
MULTIPLE_RECIPIENTS,10279268.00
MULTIPLE_RECIPIENTS,10268149.00
MULTIPLE_RECIPIENTS,10256524.00
MULTIPLE_RECIPIENTS,10250733.00
MULTIPLE_RECIPIENTS,10209804.00
MULTIPLE_RECIPIENTS,10201169.00
MULTIPLE_RECIPIENTS,10196512.00
MULTIPLE_RECIPIENTS,10184320.00
MULTIPLE_RECIPIENTS,10170755.00
MULTIPLE_RECIPIENTS,10163977.00
MULTIPLE_RECIPIENTS,10153086.00
MULTIPLE_RECIPIENTS,10130695.00
MULTIPLE_RECIPIENTS,10126390.00
MULTIPLE_RECIPIENTS,10117000.00
MULTIPLE_RECIPIENTS,10110409.00
MULTIPLE_RECIPIENTS,10109301.00
MULTIPLE_RECIPIENTS,10093887.00
MULTIPLE_RECIPIENTS,10093212.00
MULTIPLE_RECIPIENTS,10093210.00
MULTIPLE_RECIPIENTS,10089498.00
MULTIPLE_RECIPIENTS,10088901.00
MULTIPLE_RECIPIENTS,10080450.00
MULTIPLE_RECIPIENTS,10075813.00
MULTIPLE_RECIPIENTS,10069222.00
MULTIPLE_RECIPIENTS,10054863.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,10049824.00
MULTIPLE_RECIPIENTS,10047543.00
MULTIPLE_RECIPIENTS,10039108.00
SOUTHWEST_TENN_CMNTY_COLLEGE,10037868.00
MULTIPLE_RECIPIENTS,10036070.00
MULTIPLE_RECIPIENTS,10035191.00
MULTIPLE_RECIPIENTS,10027302.00
MULTIPLE_RECIPIENTS,10010509.00
MULTIPLE_RECIPIENTS,9953289.00
MULTIPLE_RECIPIENTS,9951596.00
MULTIPLE_RECIPIENTS,9936450.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,9909235.00
MULTIPLE_RECIPIENTS,9898114.00
EDUCATION_TENNESSEE_DEPARTMENT_OF,9877088.00
MULTIPLE_RECIPIENTS,9871650.00
MULTIPLE_RECIPIENTS,9871117.00
MULTIPLE_RECIPIENTS,9867334.00
TN_DEPARTMENT_OF_LABOR_AND_WORKFORCE_DEVELOPM,9861605.00
MULTIPLE_RECIPIENTS,9854325.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,9837459.00
MULTIPLE_RECIPIENTS,9829953.00
EDUCATION_TENNESSEE_DEPARTMENT_OF,9814738.00
MULTIPLE_RECIPIENTS,9799921.00
MULTIPLE_RECIPIENTS,9761614.00
MULTIPLE_RECIPIENTS,9737881.00
MULTIPLE_RECIPIENTS,9734361.00
MULTIPLE_RECIPIENTS,9716438.00
MULTIPLE_RECIPIENTS,9696070.00
MULTIPLE_RECIPIENTS,9670245.00
MULTIPLE_RECIPIENTS,9661902.00
MULTIPLE_RECIPIENTS,9657795.00
MULTIPLE_RECIPIENTS,9629989.00
MULTIPLE_RECIPIENTS,9609400.00
MULTIPLE_RECIPIENTS,9603940.00
MULTIPLE_RECIPIENTS,9581455.00
CHATTANOOGA_STATE_COMMUNITY_COLLEGE,9564365.00
TN_DEPT_OF_HEALTH,9538006.00
CHATTANOOGA_STATE_COMMUNITY_COLLEGE,9500000.00
MULTIPLE_RECIPIENTS,9499013.00
MULTIPLE_RECIPIENTS,9493661.00
MULTIPLE_RECIPIENTS,9487307.00
STATE_OF_TENNESSEE,9474797.00
MULTIPLE_RECIPIENTS,9456460.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,9453863.00
MULTIPLE_RECIPIENTS,9450200.00
MULTIPLE_RECIPIENTS,9448620.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,9434645.00
MULTIPLE_RECIPIENTS,9424213.00
MULTIPLE_RECIPIENTS,9420854.00
MULTIPLE_RECIPIENTS,9376049.00
MULTIPLE_RECIPIENTS,9366102.00
TN_Dept_of_Environment_and_Conservation,9359000.00
MULTIPLE_RECIPIENTS,9318301.00
MULTIPLE_RECIPIENTS,9186645.00
MULTIPLE_RECIPIENTS,9151364.00
MULTIPLE_RECIPIENTS,9140637.00
MULTIPLE_RECIPIENTS,9117577.00
MULTIPLE_RECIPIENTS,9112432.00
MULTIPLE_RECIPIENTS,9092547.00
MULTIPLE_RECIPIENTS,9092189.00
MULTIPLE_RECIPIENTS,9085568.00
MULTIPLE_RECIPIENTS,9065719.00
MULTIPLE_RECIPIENTS,9025025.00
CHATTANOOGA_STATE_COMMUNITY_COLLEGE,8987859.00
MULTIPLE_RECIPIENTS,8967990.00
MULTIPLE_RECIPIENTS,8954757.00
MULTIPLE_RECIPIENTS,8933292.00
MULTIPLE_RECIPIENTS,8914414.00
NASHVILLE_STATE_TECHNICAL_COMMUNITY_COLLEGE,8892025.00
MULTIPLE_RECIPIENTS,8881509.00
MULTIPLE_RECIPIENTS,8857682.00
NASHVILLE_STATE_TECHNICAL_COMMUNITY_COLLEGE,8854413.00
TN_DEPT_OF_HEALTH,8844218.00
TN_DEPT_OF_HUMAN_SERVICES,8802392.00
MULTIPLE_RECIPIENTS,8792477.00
MULTIPLE_RECIPIENTS,8749704.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,8715733.00
MULTIPLE_RECIPIENTS,8704854.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,8685141.00
MULTIPLE_RECIPIENTS,8670312.00
MULTIPLE_RECIPIENTS,8669947.00
MULTIPLE_RECIPIENTS,8622164.00
MULTIPLE_RECIPIENTS,8617730.00
MULTIPLE_RECIPIENTS,8603817.00
MULTIPLE_RECIPIENTS,8597427.00
MULTIPLE_RECIPIENTS,8593343.00
Tennessee_Department_of_Finance_and_Administr,8583097.00
MULTIPLE_RECIPIENTS,8580641.00
MULTIPLE_RECIPIENTS,8575010.00
MULTIPLE_RECIPIENTS,8569183.00
MULTIPLE_RECIPIENTS,8562949.00
MULTIPLE_RECIPIENTS,8541272.00
MULTIPLE_RECIPIENTS,8538738.00
MULTIPLE_RECIPIENTS,8537440.00
MULTIPLE_RECIPIENTS,8529481.00
MULTIPLE_RECIPIENTS,8525774.00
MULTIPLE_RECIPIENTS,8523536.00
MULTIPLE_RECIPIENTS,8512461.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,8504161.00
MULTIPLE_RECIPIENTS,8503514.00
MULTIPLE_RECIPIENTS,8495731.00
MULTIPLE_RECIPIENTS,8489304.00
MULTIPLE_RECIPIENTS,8484358.00
MULTIPLE_RECIPIENTS,8447461.00
AUSTIN_PEAY_STATE_UNIVERSITY,8434116.00
MULTIPLE_RECIPIENTS,8431932.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,8410593.00
MULTIPLE_RECIPIENTS,8407436.00
MULTIPLE_RECIPIENTS,8403871.00
MULTIPLE_RECIPIENTS,8402317.00
MULTIPLE_RECIPIENTS,8400895.00
MULTIPLE_RECIPIENTS,8397641.00
MULTIPLE_RECIPIENTS,8397562.00
MULTIPLE_RECIPIENTS,8378770.00
MULTIPLE_RECIPIENTS,8369704.00
MULTIPLE_RECIPIENTS,8365051.00
MULTIPLE_RECIPIENTS,8350824.00
MULTIPLE_RECIPIENTS,8350339.00
TN_ST_DEPARTMENT_OF_CHILDREN_SERVICES,8331810.00
MULTIPLE_RECIPIENTS,8329347.00
MULTIPLE_RECIPIENTS,8323844.00
MULTIPLE_RECIPIENTS,8319452.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,8314981.00
MULTIPLE_RECIPIENTS,8307295.00
AUSTIN_PEAY_STATE_UNIVERSITY,8294185.00
MULTIPLE_RECIPIENTS,8273858.00
MULTIPLE_RECIPIENTS,8270065.00
MULTIPLE_RECIPIENTS,8269411.00
MULTIPLE_RECIPIENTS,8264385.00
MULTIPLE_RECIPIENTS,8258180.00
MULTIPLE_RECIPIENTS,8244106.00
MULTIPLE_RECIPIENTS,8240033.00
MULTIPLE_RECIPIENTS,8233354.00
MULTIPLE_RECIPIENTS,8222095.00
MULTIPLE_RECIPIENTS,8219055.00
MULTIPLE_RECIPIENTS,8198990.00
MULTIPLE_RECIPIENTS,8193530.00
MULTIPLE_RECIPIENTS,8183800.00
MULTIPLE_RECIPIENTS,8170220.00
MULTIPLE_RECIPIENTS,8138201.00
TN_DEPT_OF_HEALTH,8127753.00
MULTIPLE_RECIPIENTS,8122414.00
MULTIPLE_RECIPIENTS,8115644.00
MULTIPLE_RECIPIENTS,8086327.00
MULTIPLE_RECIPIENTS,8064417.00
MULTIPLE_RECIPIENTS,8040350.00
MULTIPLE_RECIPIENTS,8032730.00
MULTIPLE_RECIPIENTS,8031467.00
MULTIPLE_RECIPIENTS,8022696.00
MULTIPLE_RECIPIENTS,8018958.00
UNIVERSITY_OF_TENNESSEE,8001673.00
TN_DEPT_OF_EDUCATION,8000000.00
MULTIPLE_RECIPIENTS,7984133.00
MULTIPLE_RECIPIENTS,7965986.00
MULTIPLE_RECIPIENTS,7918407.00
MULTIPLE_RECIPIENTS,7914074.00
MULTIPLE_RECIPIENTS,7906558.00
EDUCATION_TENNESSEE_DEPARTMENT_OF,7905047.00
MULTIPLE_RECIPIENTS,7867358.00
PELLISSIPPI_STATE_TECHNICAL_COMMUNITY_COLLEGE,7865176.00
MULTIPLE_RECIPIENTS,7839051.00
MULTIPLE_RECIPIENTS,7834089.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,7799257.00
MULTIPLE_RECIPIENTS,7770323.00
MULTIPLE_RECIPIENTS,7769339.00
MULTIPLE_RECIPIENTS,7767992.00
MULTIPLE_RECIPIENTS,7752667.00
PELLISSIPPI_STATE_TECHNICAL_COMMUNITY_COLLEGE,7749406.00
MULTIPLE_RECIPIENTS,7748016.00
MULTIPLE_RECIPIENTS,7742517.00
MULTIPLE_RECIPIENTS,7730984.00
MULTIPLE_RECIPIENTS,7719469.00
MULTIPLE_RECIPIENTS,7718303.00
MULTIPLE_RECIPIENTS,7656808.00
MULTIPLE_RECIPIENTS,7654638.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,7640028.00
TN_Commission_on_Aging_and_Disability,7637070.00
MULTIPLE_RECIPIENTS,7611429.00
MULTIPLE_RECIPIENTS,7606254.00
MULTIPLE_RECIPIENTS,7604774.00
MULTIPLE_RECIPIENTS,7599746.00
MULTIPLE_RECIPIENTS,7585299.00
MULTIPLE_RECIPIENTS,7580039.00
MULTIPLE_RECIPIENTS,7571980.00
MULTIPLE_RECIPIENTS,7558408.00
MULTIPLE_RECIPIENTS,7555967.00
MULTIPLE_RECIPIENTS,7547599.00
TENNESSEE_STATE_UNIVERSITY,7546395.00
MULTIPLE_RECIPIENTS,7536115.00
MULTIPLE_RECIPIENTS,7527464.00
MULTIPLE_RECIPIENTS,7522024.00
MULTIPLE_RECIPIENTS,7517348.00
MULTIPLE_RECIPIENTS,7505837.00
MULTIPLE_RECIPIENTS,7498147.00
MULTIPLE_RECIPIENTS,7492666.00
MULTIPLE_RECIPIENTS,7483514.00
MULTIPLE_RECIPIENTS,7480567.00
MULTIPLE_RECIPIENTS,7477326.00
MULTIPLE_RECIPIENTS,7473481.00
MULTIPLE_RECIPIENTS,7446425.00
UNIVERSITY_OF_TENNESSEE,7433530.00
MULTIPLE_RECIPIENTS,7433301.00
MULTIPLE_RECIPIENTS,7431139.00
MULTIPLE_RECIPIENTS,7430465.00
MULTIPLE_RECIPIENTS,7420900.00
MULTIPLE_RECIPIENTS,7417581.00
MULTIPLE_RECIPIENTS,7409515.00
MULTIPLE_RECIPIENTS,7395600.00
MULTIPLE_RECIPIENTS,7381715.00
MULTIPLE_RECIPIENTS,7379864.00
MULTIPLE_RECIPIENTS,7354115.00
MULTIPLE_RECIPIENTS,7353062.00
MULTIPLE_RECIPIENTS,7338676.00
MULTIPLE_RECIPIENTS,7338594.00
MULTIPLE_RECIPIENTS,7313949.00
MULTIPLE_RECIPIENTS,7294392.00
MULTIPLE_RECIPIENTS,7270803.00
MULTIPLE_RECIPIENTS,7232687.00
MULTIPLE_RECIPIENTS,7196815.00
MULTIPLE_RECIPIENTS,7194574.00
MULTIPLE_RECIPIENTS,7191725.00
MULTIPLE_RECIPIENTS,7177801.00
MULTIPLE_RECIPIENTS,7154237.00
MULTIPLE_RECIPIENTS,7151196.00
MULTIPLE_RECIPIENTS,7124294.00
MULTIPLE_RECIPIENTS,7119282.00
MULTIPLE_RECIPIENTS,7116667.00
MULTIPLE_RECIPIENTS,7108983.00
MULTIPLE_RECIPIENTS,7106496.00
MULTIPLE_RECIPIENTS,7103737.00
MULTIPLE_RECIPIENTS,7091262.00
UNIVERSITY_OF_TENNESSEE,7087478.00
MULTIPLE_RECIPIENTS,7051930.00
MULTIPLE_RECIPIENTS,7045188.00
MULTIPLE_RECIPIENTS,7030714.00
EDUCATION_TENNESSEE_DEPARTMENT_OF,7021150.00
MULTIPLE_RECIPIENTS,7012101.00
MULTIPLE_RECIPIENTS,7008293.00
MULTIPLE_RECIPIENTS,7000082.00
MULTIPLE_RECIPIENTS,6998581.00
MULTIPLE_RECIPIENTS,6994903.00
MEHARRY_MEDICAL_COLLEGE,6979659.00
MULTIPLE_RECIPIENTS,6974002.00
MULTIPLE_RECIPIENTS,6960161.00
MULTIPLE_RECIPIENTS,6953039.00
MULTIPLE_RECIPIENTS,6951050.00
MULTIPLE_RECIPIENTS,6949377.00
MULTIPLE_RECIPIENTS,6939870.00
MULTIPLE_RECIPIENTS,6938584.00
MULTIPLE_RECIPIENTS,6920465.00
MULTIPLE_RECIPIENTS,6901796.00
MULTIPLE_RECIPIENTS,6893843.00
MULTIPLE_RECIPIENTS,6890340.00
TN_ST_DEPARTMENT_OF_HUMAN_SERVICES,6875501.00
MULTIPLE_RECIPIENTS,6867183.00
MULTIPLE_RECIPIENTS,6848677.00
EAST_TENNESSEE_STATE_UNIVERSITY,6847070.00
MULTIPLE_RECIPIENTS,6839510.00
MULTIPLE_RECIPIENTS,6837311.00
MULTIPLE_RECIPIENTS,6835454.00
MULTIPLE_RECIPIENTS,6833147.00
MULTIPLE_RECIPIENTS,6823612.00
MULTIPLE_RECIPIENTS,6819289.00
MULTIPLE_RECIPIENTS,6805107.00
MULTIPLE_RECIPIENTS,6796122.00
MULTIPLE_RECIPIENTS,6792647.00
MULTIPLE_RECIPIENTS,6787521.00
MULTIPLE_RECIPIENTS,6778202.00
MULTIPLE_RECIPIENTS,6773342.00
MULTIPLE_RECIPIENTS,6769703.00
MULTIPLE_RECIPIENTS,6759851.00
MULTIPLE_RECIPIENTS,6756432.00
MEHARRY_MEDICAL_COLLEGE,6752758.00
MULTIPLE_RECIPIENTS,6751869.00
CITY_OF_MEMPHIS,6749099.00
MULTIPLE_RECIPIENTS,6743888.00
MULTIPLE_RECIPIENTS,6725886.00
MULTIPLE_RECIPIENTS,6713034.00
MULTIPLE_RECIPIENTS,6712239.00
MULTIPLE_RECIPIENTS,6698637.00
MULTIPLE_RECIPIENTS,6693476.00
MULTIPLE_RECIPIENTS,6691668.00
MULTIPLE_RECIPIENTS,6684454.00
MULTIPLE_RECIPIENTS,6674699.00
MULTIPLE_RECIPIENTS,6670352.00
MULTIPLE_RECIPIENTS,6662401.00
MULTIPLE_RECIPIENTS,6650249.00
MULTIPLE_RECIPIENTS,6648098.00
MULTIPLE_RECIPIENTS,6645352.00
MULTIPLE_RECIPIENTS,6642761.00
MULTIPLE_RECIPIENTS,6641025.00
MULTIPLE_RECIPIENTS,6634741.00
TENNESSEE_TECHNOLOGICAL_UNIVERSITY,6628831.00
MULTIPLE_RECIPIENTS,6616828.00
MULTIPLE_RECIPIENTS,6610572.00
MULTIPLE_RECIPIENTS,6605099.00
UNIVERSITY_OF_TENNESSEE,6585461.00
MULTIPLE_RECIPIENTS,6582712.00
MULTIPLE_RECIPIENTS,6567207.00
METROPOLITAN_DEV_HOUSING_AGENCY,6565327.00
MULTIPLE_RECIPIENTS,6563143.00
MULTIPLE_RECIPIENTS,6559288.00
MULTIPLE_RECIPIENTS,6555566.00
MULTIPLE_RECIPIENTS,6545236.00
MULTIPLE_RECIPIENTS,6528230.00
MULTIPLE_RECIPIENTS,6522800.00
MULTIPLE_RECIPIENTS,6522565.00
MULTIPLE_RECIPIENTS,6521948.00
MULTIPLE_RECIPIENTS,6521473.00
TN_DEPT_OF_HEALTH,6517925.00
MULTIPLE_RECIPIENTS,6503975.00
MULTIPLE_RECIPIENTS,6495930.00
MULTIPLE_RECIPIENTS,6484500.00
MULTIPLE_RECIPIENTS,6484014.00
MULTIPLE_RECIPIENTS,6481996.00
MULTIPLE_RECIPIENTS,6478609.00
MULTIPLE_RECIPIENTS,6478099.00
MULTIPLE_RECIPIENTS,6455247.00
MULTIPLE_RECIPIENTS,6449610.00
MULTIPLE_RECIPIENTS,6445691.00
MULTIPLE_RECIPIENTS,6421794.00
EDUCATION_TENNESSEE_DEPARTMENT_OF,6416316.00
MULTIPLE_RECIPIENTS,6391300.00
MULTIPLE_RECIPIENTS,6388148.00
MULTIPLE_RECIPIENTS,6385971.00
MULTIPLE_RECIPIENTS,6379044.00
MULTIPLE_RECIPIENTS,6368582.00
MULTIPLE_RECIPIENTS,6353498.00
MULTIPLE_RECIPIENTS,6352853.00
MULTIPLE_RECIPIENTS,6347062.00
MULTIPLE_RECIPIENTS,6346100.00
MULTIPLE_RECIPIENTS,6333348.00
MULTIPLE_RECIPIENTS,6307001.00
MULTIPLE_RECIPIENTS,6299011.00
MULTIPLE_RECIPIENTS,6298372.00
MULTIPLE_RECIPIENTS,6287062.00
MULTIPLE_RECIPIENTS,6286900.00
MULTIPLE_RECIPIENTS,6281022.00
MULTIPLE_RECIPIENTS,6272092.00
MULTIPLE_RECIPIENTS,6254827.00
MULTIPLE_RECIPIENTS,6245700.00
MULTIPLE_RECIPIENTS,6230739.00
MULTIPLE_RECIPIENTS,6212524.00
MULTIPLE_RECIPIENTS,6210557.00
MULTIPLE_RECIPIENTS,6204226.00
MULTIPLE_RECIPIENTS,6186978.00
MULTIPLE_RECIPIENTS,6177108.00
MULTIPLE_RECIPIENTS,6167101.00
MULTIPLE_RECIPIENTS,6166336.00
MULTIPLE_RECIPIENTS,6154722.00
MULTIPLE_RECIPIENTS,6153778.00
MULTIPLE_RECIPIENTS,6152814.00
MULTIPLE_RECIPIENTS,6148805.00
MULTIPLE_RECIPIENTS,6147704.00
TENNESSEE_STATE_UNIVERSITY,6139690.00
MULTIPLE_RECIPIENTS,6134880.00
MULTIPLE_RECIPIENTS,6133238.00
MULTIPLE_RECIPIENTS,6128770.00
MULTIPLE_RECIPIENTS,6128396.00
MULTIPLE_RECIPIENTS,6124669.00
MULTIPLE_RECIPIENTS,6110378.00
MULTIPLE_RECIPIENTS,6095262.00
MULTIPLE_RECIPIENTS,6091638.00
MULTIPLE_RECIPIENTS,6085057.00
MULTIPLE_RECIPIENTS,6061204.00
MULTIPLE_RECIPIENTS,6060000.00
MULTIPLE_RECIPIENTS,6053453.00
MULTIPLE_RECIPIENTS,6050455.00
MULTIPLE_RECIPIENTS,6047530.00
MULTIPLE_RECIPIENTS,6041221.00
MULTIPLE_RECIPIENTS,6039748.00
MULTIPLE_RECIPIENTS,6036387.00
MULTIPLE_RECIPIENTS,6020754.00
MULTIPLE_RECIPIENTS,6019882.00
MULTIPLE_RECIPIENTS,6016037.00
MULTIPLE_RECIPIENTS,5991130.00
MULTIPLE_RECIPIENTS,5988074.00
MULTIPLE_RECIPIENTS,5986828.00
MULTIPLE_RECIPIENTS,5957070.00
